operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_5.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_6.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_7.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_8.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_9.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_10.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_11.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_12.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_13.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_14.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_15.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_16.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_17.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_18.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_19.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_20.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_21.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_22.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_23.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_24.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_25.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_26.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_27.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_28.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_29.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_30.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_31.bin,3,analysis
write,0,1048576.0,100.0,1,1,0.05,"[8, 16]",16,1,2000.0,pfs,100,aggregate,aggregate_0-node0,aggregate_out.bin,3,analysis
